"ID";"BedrijfstakkenWoningen";"RegioS";"Perioden";"AantalInstallaties_1";"OpgesteldVermogenVanZonnepanelen_2"
"3407";"E007037";"GM0148";"2017JJ00";"    1952";"    6874"
"3408";"E007037";"GM0148";"2018JJ00";"    2532";"    8961"
"3409";"E007037";"GM1891";"2012JJ00";"     187";"     468"
"3410";"E007037";"GM1891";"2013JJ00";"     322";"     884"
"3411";"E007037";"GM1891";"2014JJ00";"     417";"    1254"
"3412";"E007037";"GM1891";"2015JJ00";"     503";"    1566"
"3413";"E007037";"GM1891";"2016JJ00";"     591";"    1854"
"3414";"E007037";"GM1891";"2017JJ00";"     715";"    2332"
"3415";"E007037";"GM1891";"2018JJ00";"     977";"    3329"
"3416";"E007037";"GM0503";"2012JJ00";"     940";"     854"
"3417";"E007037";"GM0503";"2013JJ00";"    1253";"    1538"
"3418";"E007037";"GM0503";"2014JJ00";"    1439";"    2035"
"3419";"E007037";"GM0503";"2015JJ00";"    1700";"    2784"
"3420";"E007037";"GM0503";"2016JJ00";"    1912";"    3423"
"3421";"E007037";"GM0503";"2017JJ00";"    2347";"    4757"
"3422";"E007037";"GM0503";"2018JJ00";"    2795";"    6090"
"3423";"E007037";"GM0010";"2012JJ00";"      84";"     297"
"3424";"E007037";"GM0010";"2013JJ00";"     209";"     886"
"3425";"E007037";"GM0010";"2014JJ00";"     389";"    1511"
"3426";"E007037";"GM0010";"2015JJ00";"    1528";"    5128"
"3427";"E007037";"GM0010";"2016JJ00";"    1964";"    6551"
"3428";"E007037";"GM0010";"2017JJ00";"    2226";"    7518"
"3429";"E007037";"GM0010";"2018JJ00";"    2380";"    8069"
"3430";"E007037";"GM0762";"2012JJ00";"     111";"     373"
"3431";"E007037";"GM0762";"2013JJ00";"     249";"     964"
"3432";"E007037";"GM0762";"2014JJ00";"     374";"    1469"
"3433";"E007037";"GM0762";"2015JJ00";"     500";"    2041"
"3434";"E007037";"GM0762";"2016JJ00";"     672";"    2718"
"3435";"E007037";"GM0762";"2017JJ00";"     881";"    3559"
"3436";"E007037";"GM0762";"2018JJ00";"    1178";"    4675"
"3437";"E007037";"GM0150";"2012JJ00";"     570";"    1651"
"3438";"E007037";"GM0150";"2013JJ00";"     973";"    2915"
"3439";"E007037";"GM0150";"2014JJ00";"    1424";"    4564"
"3440";"E007037";"GM0150";"2015JJ00";"    2083";"    6634"
"3441";"E007037";"GM0150";"2016JJ00";"    2589";"    8114"
"3442";"E007037";"GM0150";"2017JJ00";"    3055";"    9843"
"3443";"E007037";"GM0150";"2018JJ00";"    3952";"   12930"
"3444";"E007037";"GM0384";"2012JJ00";"       .";"       ."
"3445";"E007037";"GM0384";"2013JJ00";"     128";"     275"
"3446";"E007037";"GM0384";"2014JJ00";"     218";"     520"
"3447";"E007037";"GM0384";"2015JJ00";"     282";"     700"
"3448";"E007037";"GM0384";"2016JJ00";"     372";"     953"
"3449";"E007037";"GM0384";"2017JJ00";"     504";"    1320"
"3450";"E007037";"GM0384";"2018JJ00";"     739";"    2114"
"3451";"E007037";"GM1774";"2012JJ00";"      62";"     363"
"3452";"E007037";"GM1774";"2013JJ00";"     203";"    1111"
"3453";"E007037";"GM1774";"2014JJ00";"     374";"    1980"
"3454";"E007037";"GM1774";"2015JJ00";"     756";"    3492"
"3455";"E007037";"GM1774";"2016JJ00";"     908";"    4139"
"3456";"E007037";"GM1774";"2017JJ00";"    1129";"    5004"
"3457";"E007037";"GM1774";"2018JJ00";"    1414";"    6165"
"3458";"E007037";"GM0221";"2012JJ00";"       .";"       ."
"3459";"E007037";"GM0221";"2013JJ00";"      76";"     231"
"3460";"E007037";"GM0221";"2014JJ00";"     104";"     305"
"3461";"E007037";"GM0221";"2015JJ00";"     127";"     377"
"3462";"E007037";"GM0221";"2016JJ00";"     181";"     521"
"3463";"E007037";"GM0221";"2017JJ00";"     243";"     719"
"3464";"E007037";"GM0221";"2018JJ00";"     415";"    1409"
"3465";"E007037";"GM0222";"2012JJ00";"     228";"     619"
"3466";"E007037";"GM0222";"2013JJ00";"     551";"    1755"
"3467";"E007037";"GM0222";"2014JJ00";"     799";"    2624"
"3468";"E007037";"GM0222";"2015JJ00";"    1202";"    3866"
"3469";"E007037";"GM0222";"2016JJ00";"    1816";"    5788"
"3470";"E007037";"GM0222";"2017JJ00";"    2508";"    8090"
"3471";"E007037";"GM0222";"2018JJ00";"    3442";"   10887"
"3472";"E007037";"GM0766";"2012JJ00";"     115";"     327"
"3473";"E007037";"GM0766";"2013JJ00";"     202";"     641"
"3474";"E007037";"GM0766";"2014JJ00";"     284";"     951"
"3475";"E007037";"GM0766";"2015JJ00";"     373";"    1318"
"3476";"E007037";"GM0766";"2016JJ00";"     468";"    1753"
"3477";"E007037";"GM0766";"2017JJ00";"     740";"    2570"
"3478";"E007037";"GM0766";"2018JJ00";"    1046";"    3785"
"3479";"E007037";"GM0058";"2012JJ00";"     133";"     384"
"3480";"E007037";"GM0058";"2013JJ00";"     246";"     710"
"3481";"E007037";"GM0058";"2014JJ00";"     347";"    1057"
"3482";"E007037";"GM0058";"2015JJ00";"     468";"    1452"
"3483";"E007037";"GM0058";"2016JJ00";"     583";"    1824"
"3484";"E007037";"GM0058";"2017JJ00";"     719";"    2362"
"3485";"E007037";"GM0058";"2018JJ00";"     957";"    3219"
"3486";"E007037";"GM0505";"2012JJ00";"     325";"     881"
"3487";"E007037";"GM0505";"2013JJ00";"     825";"    2078"
"3488";"E007037";"GM0505";"2014JJ00";"    1051";"    2763"
"3489";"E007037";"GM0505";"2015JJ00";"    1286";"    3512"
"3490";"E007037";"GM0505";"2016JJ00";"    1463";"    4003"
"3491";"E007037";"GM0505";"2017JJ00";"    1736";"    5052"
"3492";"E007037";"GM0505";"2018JJ00";"    2403";"    7085"
"3493";"E007037";"GM0498";"2012JJ00";"       .";"       ."
"3494";"E007037";"GM0498";"2013JJ00";"     399";"    1224"
"3495";"E007037";"GM0498";"2014JJ00";"     564";"    1801"
"3496";"E007037";"GM0498";"2015JJ00";"     736";"    2353"
"3497";"E007037";"GM0498";"2016JJ00";"     878";"    2802"
"3498";"E007037";"GM0498";"2017JJ00";"    1075";"    3440"
"3499";"E007037";"GM0498";"2018JJ00";"    1419";"    4630"
"3500";"E007037";"GM1719";"2012JJ00";"      77";"     222"
"3501";"E007037";"GM1719";"2013JJ00";"     291";"    1046"
"3502";"E007037";"GM1719";"2014JJ00";"     375";"    1390"
"3503";"E007037";"GM1719";"2015JJ00";"     450";"    1664"
"3504";"E007037";"GM1719";"2016JJ00";"     535";"    1966"
"3505";"E007037";"GM1719";"2017JJ00";"     673";"    2414"
"3506";"E007037";"GM1719";"2018JJ00";"     932";"    3396"
"3507";"E007037";"GM0303";"2012JJ00";"     292";"     951"
"3508";"E007037";"GM0303";"2013JJ00";"     582";"    2111"
"3509";"E007037";"GM0303";"2014JJ00";"     836";"    3218"
"3510";"E007037";"GM0303";"2015JJ00";"    1130";"    4282"
"3511";"E007037";"GM0303";"2016JJ00";"    1406";"    5301"
"3512";"E007037";"GM0303";"2017JJ00";"    2173";"    7852"
"3513";"E007037";"GM0303";"2018JJ00";"    3014";"   10833"
"3514";"E007037";"GM0225";"2012JJ00";"      62";"     204"
"3515";"E007037";"GM0225";"2013JJ00";"     150";"     511"
"3516";"E007037";"GM0225";"2014JJ00";"     218";"     818"
"3517";"E007037";"GM0225";"2015JJ00";"     292";"    1077"
"3518";"E007037";"GM0225";"2016JJ00";"     398";"    1423"
"3519";"E007037";"GM0225";"2017JJ00";"     577";"    2082"
"3520";"E007037";"GM0225";"2018JJ00";"     841";"    3087"
"3521";"E007037";"GM0226";"2012JJ00";"      69";"     169"
"3522";"E007037";"GM0226";"2013JJ00";"     232";"     781"
"3523";"E007037";"GM0226";"2014JJ00";"     341";"    1205"
"3524";"E007037";"GM0226";"2015JJ00";"     444";"    1569"
"3525";"E007037";"GM0226";"2016JJ00";"     537";"    1912"
"3526";"E007037";"GM0226";"2017JJ00";"     681";"    2444"
"3527";"E007037";"GM0226";"2018JJ00";"    1152";"    4196"
"3528";"E007037";"GM1711";"2012JJ00";"     278";"     928"
"3529";"E007037";"GM1711";"2013JJ00";"     522";"    1830"
"3530";"E007037";"GM1711";"2014JJ00";"     679";"    2452"
"3531";"E007037";"GM1711";"2015JJ00";"    1060";"    3936"
"3532";"E007037";"GM1711";"2016JJ00";"    1382";"    5151"
"3533";"E007037";"GM1711";"2017JJ00";"    1677";"    6395"
"3534";"E007037";"GM1711";"2018JJ00";"    2049";"    8018"
"3535";"E007037";"GM0385";"2012JJ00";"      86";"     191"
"3536";"E007037";"GM0385";"2013JJ00";"     245";"     777"
"3537";"E007037";"GM0385";"2014JJ00";"     367";"    1164"
"3538";"E007037";"GM0385";"2015JJ00";"     475";"    1522"
"3539";"E007037";"GM0385";"2016JJ00";"     591";"    1942"
"3540";"E007037";"GM0385";"2017JJ00";"     780";"    2519"
"3541";"E007037";"GM0385";"2018JJ00";"    1155";"    3922"
"3542";"E007037";"GM0228";"2012JJ00";"     478";"    1090"
"3543";"E007037";"GM0228";"2013JJ00";"     957";"    2812"
"3544";"E007037";"GM0228";"2014JJ00";"    1438";"    4418"
"3545";"E007037";"GM0228";"2015JJ00";"    2112";"    6550"
"3546";"E007037";"GM0228";"2016JJ00";"    3148";"    9792"
"3547";"E007037";"GM0228";"2017JJ00";"    3921";"   12320"
"3548";"E007037";"GM0228";"2018JJ00";"    5238";"   16967"
"3549";"E007037";"GM0317";"2012JJ00";"      22";"      52"
"3550";"E007037";"GM0317";"2013JJ00";"      54";"     135"
"3551";"E007037";"GM0317";"2014JJ00";"     113";"     331"
"3552";"E007037";"GM0317";"2015JJ00";"     274";"     745"
"3553";"E007037";"GM0317";"2016JJ00";"     364";"     984"
"3554";"E007037";"GM0317";"2017JJ00";"     554";"    1542"
"3555";"E007037";"GM0317";"2018JJ00";"     864";"    2365"
"3556";"E007037";"GM1651";"2012JJ00";"     113";"     358"
"3557";"E007037";"GM1651";"2013JJ00";"     202";"     762"
"3558";"E007037";"GM1651";"2014JJ00";"     306";"    1210"
"3559";"E007037";"GM1651";"2015JJ00";"    1249";"    4142"
"3560";"E007037";"GM1651";"2016JJ00";"    1531";"    5088"
"3561";"E007037";"GM1651";"2017JJ00";"    1668";"    5591"
"3562";"E007037";"GM1651";"2018JJ00";"    1805";"    6072"
"3563";"E007037";"GM0770";"2012JJ00";"     109";"     516"
"3564";"E007037";"GM0770";"2013JJ00";"     232";"    1164"
"3565";"E007037";"GM0770";"2014JJ00";"     312";"    1493"
"3566";"E007037";"GM0770";"2015JJ00";"     397";"    1873"
"3567";"E007037";"GM0770";"2016JJ00";"     481";"    2216"
"3568";"E007037";"GM0770";"2017JJ00";"     624";"    2847"
"3569";"E007037";"GM0770";"2018JJ00";"     874";"    3819"
"3570";"E007037";"GM1903";"2012JJ00";"     242";"     741"
"3571";"E007037";"GM1903";"2013JJ00";"     414";"    1328"
"3572";"E007037";"GM1903";"2014JJ00";"     540";"    1894"
"3573";"E007037";"GM1903";"2015JJ00";"     718";"    2665"
"3574";"E007037";"GM1903";"2016JJ00";"    1168";"    4433"
"3575";"E007037";"GM1903";"2017JJ00";"    1500";"    5779"
"3576";"E007037";"GM1903";"2018JJ00";"    1951";"    7787"
"3577";"E007037";"GM0772";"2012JJ00";"     549";"    1514"
"3578";"E007037";"GM0772";"2013JJ00";"    1293";"    3946"
"3579";"E007037";"GM0772";"2014JJ00";"    1926";"    6159"
"3580";"E007037";"GM0772";"2015JJ00";"    2543";"    8313"
"3581";"E007037";"GM0772";"2016JJ00";"    3319";"   10889"
"3582";"E007037";"GM0772";"2017JJ00";"    5132";"   15872"
"3583";"E007037";"GM0772";"2018JJ00";"    7922";"   24906"
"3584";"E007037";"GM0230";"2012JJ00";"      55";"     129"
"3585";"E007037";"GM0230";"2013JJ00";"     158";"     497"
"3586";"E007037";"GM0230";"2014JJ00";"     245";"     874"
"3587";"E007037";"GM0230";"2015JJ00";"     336";"    1184"
"3588";"E007037";"GM0230";"2016JJ00";"     398";"    1394"
"3589";"E007037";"GM0230";"2017JJ00";"     590";"    2038"
"3590";"E007037";"GM0230";"2018JJ00";"    1172";"    3889"
"3591";"E007037";"GM0114";"2012JJ00";"     341";"    1170"
"3592";"E007037";"GM0114";"2013JJ00";"     752";"    2961"
"3593";"E007037";"GM0114";"2014JJ00";"    1168";"    4664"
"3594";"E007037";"GM0114";"2015JJ00";"    1781";"    7092"
"3595";"E007037";"GM0114";"2016JJ00";"    2896";"   11149"
"3596";"E007037";"GM0114";"2017JJ00";"    4655";"   16489"
"3597";"E007037";"GM0114";"2018JJ00";"    6288";"   22590"
"3598";"E007037";"GM0388";"2012JJ00";"      66";"     118"
"3599";"E007037";"GM0388";"2013JJ00";"     165";"     377"
"3600";"E007037";"GM0388";"2014JJ00";"     221";"     542"
"3601";"E007037";"GM0388";"2015JJ00";"     266";"     749"
"3602";"E007037";"GM0388";"2016JJ00";"     357";"     987"
"3603";"E007037";"GM0388";"2017JJ00";"     487";"    1259"
"3604";"E007037";"GM0388";"2018JJ00";"     693";"    1918"
"3605";"E007037";"GM0153";"2012JJ00";"     282";"     823"
"3606";"E007037";"GM0153";"2013JJ00";"     686";"    2124"
"3607";"E007037";"GM0153";"2014JJ00";"    1434";"    4404"
"3608";"E007037";"GM0153";"2015JJ00";"    2355";"    7303"
"3609";"E007037";"GM0153";"2016JJ00";"    3143";"    9430"
"3610";"E007037";"GM0153";"2017JJ00";"    4138";"   12773"
"3611";"E007037";"GM0153";"2018JJ00";"    5082";"   16508"
"3612";"E007037";"GM0232";"2012JJ00";"      90";"     313"
"3613";"E007037";"GM0232";"2013JJ00";"     212";"     768"
"3614";"E007037";"GM0232";"2014JJ00";"     381";"    1255"
"3615";"E007037";"GM0232";"2015JJ00";"     474";"    1629"
"3616";"E007037";"GM0232";"2016JJ00";"     603";"    2166"
"3617";"E007037";"GM0232";"2017JJ00";"     776";"    2815"
"3618";"E007037";"GM0232";"2018JJ00";"    1303";"    4946"
"3619";"E007037";"GM0233";"2012JJ00";"     121";"     284"
"3620";"E007037";"GM0233";"2013JJ00";"     256";"     756"
"3621";"E007037";"GM0233";"2014JJ00";"     369";"    1216"
"3622";"E007037";"GM0233";"2015JJ00";"     523";"    1871"
"3623";"E007037";"GM0233";"2016JJ00";"     805";"    2731"
"3624";"E007037";"GM0233";"2017JJ00";"    1042";"    3570"
"3625";"E007037";"GM0233";"2018JJ00";"    1498";"    5078"
"3626";"E007037";"GM0777";"2012JJ00";"     176";"     644"
"3627";"E007037";"GM0777";"2013JJ00";"     360";"    1323"
"3628";"E007037";"GM0777";"2014JJ00";"     518";"    1924"
"3629";"E007037";"GM0777";"2015JJ00";"     651";"    2425"
"3630";"E007037";"GM0777";"2016JJ00";"     826";"    2913"
"3631";"E007037";"GM0777";"2017JJ00";"    1094";"    4064"
"3632";"E007037";"GM0777";"2018JJ00";"    1377";"    5319"
"3633";"E007037";"GM1722";"2012JJ00";"      62";"     169"
"3634";"E007037";"GM1722";"2013JJ00";"     119";"     393"
"3635";"E007037";"GM1722";"2014JJ00";"     167";"     576"
"3636";"E007037";"GM1722";"2015JJ00";"     213";"     725"
"3637";"E007037";"GM1722";"2016JJ00";"     253";"     867"
"3638";"E007037";"GM1722";"2017JJ00";"     306";"    1119"
"3639";"E007037";"GM1722";"2018JJ00";"     378";"    1400"
"3640";"E007037";"GM1940";"2012JJ00";"     410";"    1266"
"3641";"E007037";"GM1940";"2013JJ00";"     739";"    2397"
"3642";"E007037";"GM1940";"2014JJ00";"    1094";"    3712"
"3643";"E007037";"GM1940";"2015JJ00";"    1402";"    4830"
"3644";"E007037";"GM1940";"2016JJ00";"    1703";"    5942"
"3645";"E007037";"GM1940";"2017JJ00";"    2075";"    7244"
"3646";"E007037";"GM1940";"2018JJ00";"    3061";"   10410"
"3647";"E007037";"GM0779";"2012JJ00";"      63";"     152"
"3648";"E007037";"GM0779";"2013JJ00";"     135";"     391"
"3649";"E007037";"GM0779";"2014JJ00";"     188";"     568"
"3650";"E007037";"GM0779";"2015JJ00";"     243";"     772"
"3651";"E007037";"GM0779";"2016JJ00";"     306";"    1058"
"3652";"E007037";"GM0779";"2017JJ00";"     441";"    1513"
"3653";"E007037";"GM0779";"2018JJ00";"     698";"    2458"
"3654";"E007037";"GM0236";"2012JJ00";"     113";"     300"
"3655";"E007037";"GM0236";"2013JJ00";"     260";"     890"
"3656";"E007037";"GM0236";"2014JJ00";"     396";"    1494"
"3657";"E007037";"GM0236";"2015JJ00";"     512";"    1893"
"3658";"E007037";"GM0236";"2016JJ00";"     675";"    2478"
"3659";"E007037";"GM0236";"2017JJ00";"     881";"    3134"
"3660";"E007037";"GM0236";"2018JJ00";"    1234";"    4507"
"3661";"E007037";"GM1771";"2012JJ00";"     117";"     338"
"3662";"E007037";"GM1771";"2013JJ00";"     277";"     867"
"3663";"E007037";"GM1771";"2014JJ00";"     449";"    1555"
"3664";"E007037";"GM1771";"2015JJ00";"     687";"    2426"
"3665";"E007037";"GM1771";"2016JJ00";"     823";"    2938"
"3666";"E007037";"GM1771";"2017JJ00";"    1117";"    3967"
"3667";"E007037";"GM1771";"2018JJ00";"    1916";"    6822"
"3668";"E007037";"GM1652";"2012JJ00";"     105";"     443"
"3669";"E007037";"GM1652";"2013JJ00";"     239";"    1018"
"3670";"E007037";"GM1652";"2014JJ00";"     351";"    1487"
"3671";"E007037";"GM1652";"2015JJ00";"     654";"    2200"
"3672";"E007037";"GM1652";"2016JJ00";"     931";"    3053"
"3673";"E007037";"GM1652";"2017JJ00";"    1229";"    4195"
"3674";"E007037";"GM1652";"2018JJ00";"    1692";"    5958"
"3675";"E007037";"GM0907";"2012JJ00";"     112";"     308"
"3676";"E007037";"GM0907";"2013JJ00";"     181";"     595"
"3677";"E007037";"GM0907";"2014JJ00";"     250";"     895"
"3678";"E007037";"GM0907";"2015JJ00";"     397";"    1427"
"3679";"E007037";"GM0907";"2016JJ00";"     558";"    1927"
"3680";"E007037";"GM0907";"2017JJ00";"     678";"    2432"
"3681";"E007037";"GM0907";"2018JJ00";"     829";"    3018"
"3682";"E007037";"GM0689";"2012JJ00";"      71";"     206"
"3683";"E007037";"GM0689";"2013JJ00";"     176";"     608"
"3684";"E007037";"GM0689";"2014JJ00";"     290";"    1030"
"3685";"E007037";"GM0689";"2015JJ00";"     415";"    1503"
"3686";"E007037";"GM0689";"2016JJ00";"     508";"    1820"
"3687";"E007037";"GM0689";"2017JJ00";"     593";"    2161"
"3688";"E007037";"GM0689";"2018JJ00";"     682";"    2575"
"3689";"E007037";"GM0784";"2012JJ00";"      90";"     320"
"3690";"E007037";"GM0784";"2013JJ00";"     252";"     952"
"3691";"E007037";"GM0784";"2014JJ00";"     402";"    1532"
"3692";"E007037";"GM0784";"2015JJ00";"     547";"    2125"
"3693";"E007037";"GM0784";"2016JJ00";"     663";"    2566"
"3694";"E007037";"GM0784";"2017JJ00";"     833";"    3319"
"3695";"E007037";"GM0784";"2018JJ00";"    1128";"    4498"
"3696";"E007037";"GM1924";"2012JJ00";"     491";"     923"
"3697";"E007037";"GM1924";"2013JJ00";"     825";"    1958"
"3698";"E007037";"GM1924";"2014JJ00";"    1175";"    3049"
"3699";"E007037";"GM1924";"2015JJ00";"    1478";"    4019"
"3700";"E007037";"GM1924";"2016JJ00";"    1848";"    5147"
"3701";"E007037";"GM1924";"2017JJ00";"    2415";"    7018"
"3702";"E007037";"GM1924";"2018JJ00";"    3208";"    9704"
"3703";"E007037";"GM0664";"2012JJ00";"     181";"     458"
"3704";"E007037";"GM0664";"2013JJ00";"     492";"    1460"
"3705";"E007037";"GM0664";"2014JJ00";"     979";"    2832"
"3706";"E007037";"GM0664";"2015JJ00";"    1294";"    3763"
"3707";"E007037";"GM0664";"2016JJ00";"    1878";"    5137"
"3708";"E007037";"GM0664";"2017JJ00";"    2330";"    6569"
"3709";"E007037";"GM0664";"2018JJ00";"    3011";"    8474"
"3710";"E007037";"GM0785";"2012JJ00";"      78";"     228"
"3711";"E007037";"GM0785";"2013JJ00";"     172";"     575"
"3712";"E007037";"GM0785";"2014JJ00";"     295";"    1072"
"3713";"E007037";"GM0785";"2015JJ00";"     381";"    1385"
"3714";"E007037";"GM0785";"2016JJ00";"     448";"    1784"
"3715";"E007037";"GM0785";"2017JJ00";"     656";"    2473"
"3716";"E007037";"GM0785";"2018JJ00";"     919";"    3465"
"3717";"E007037";"GM1942";"2012JJ00";"     115";"     221"
"3718";"E007037";"GM1942";"2013JJ00";"     230";"     521"
"3719";"E007037";"GM1942";"2014JJ00";"     341";"     829"
"3720";"E007037";"GM1942";"2015JJ00";"     520";"    1335"
"3721";"E007037";"GM1942";"2016JJ00";"     637";"    1733"
"3722";"E007037";"GM1942";"2017JJ00";"     836";"    2329"
"3723";"E007037";"GM1942";"2018JJ00";"    1176";"    3310"
"3724";"E007037";"GM0512";"2012JJ00";"     123";"     186"
"3725";"E007037";"GM0512";"2013JJ00";"     209";"     400"
"3726";"E007037";"GM0512";"2014JJ00";"     362";"     856"
"3727";"E007037";"GM0512";"2015JJ00";"     470";"    1209"
"3728";"E007037";"GM0512";"2016JJ00";"     530";"    1418"
"3729";"E007037";"GM0512";"2017JJ00";"     703";"    1891"
"3730";"E007037";"GM0512";"2018JJ00";"     910";"    2516"
"3731";"E007037";"GM0513";"2012JJ00";"     299";"     458"
"3732";"E007037";"GM0513";"2013JJ00";"     479";"     853"
"3733";"E007037";"GM0513";"2014JJ00";"     648";"    1346"
"3734";"E007037";"GM0513";"2015JJ00";"     870";"    1970"
"3735";"E007037";"GM0513";"2016JJ00";"    1032";"    2439"
"3736";"E007037";"GM0513";"2017JJ00";"    1585";"    3684"
"3737";"E007037";"GM0513";"2018JJ00";"    2477";"    6274"
"3738";"E007037";"GM0786";"2012JJ00";"      32";"     121"
"3739";"E007037";"GM0786";"2013JJ00";"      94";"     398"
"3740";"E007037";"GM0786";"2014JJ00";"     145";"     587"
"3741";"E007037";"GM0786";"2015JJ00";"     182";"     737"
"3742";"E007037";"GM0786";"2016JJ00";"     228";"     931"
"3743";"E007037";"GM0786";"2017JJ00";"     350";"    1357"
"3744";"E007037";"GM0786";"2018JJ00";"     470";"    1856"
"3745";"E007037";"GM0518";"2012JJ00";"    1846";"    2438"
"3746";"E007037";"GM0518";"2013JJ00";"    2466";"    4052"
"3747";"E007037";"GM0518";"2014JJ00";"    3131";"    6012"
"3748";"E007037";"GM0518";"2015JJ00";"    3806";"    8106"
"3749";"E007037";"GM0518";"2016JJ00";"    4497";"   10028"
"3750";"E007037";"GM0518";"2017JJ00";"    5465";"   12767"
"3751";"E007037";"GM0518";"2018JJ00";"    7118";"   17662"
"3752";"E007037";"GM0014";"2012JJ00";"     728";"    1655"
"3753";"E007037";"GM0014";"2013JJ00";"       .";"       ."
"3754";"E007037";"GM0014";"2014JJ00";"    2034";"    5351"
"3755";"E007037";"GM0014";"2015JJ00";"    2736";"    7637"
"3756";"E007037";"GM0014";"2016JJ00";"    4384";"   11944"
"3757";"E007037";"GM0014";"2017JJ00";"    6260";"   16429"
"3758";"E007037";"GM0014";"2018JJ00";"    7819";"   21554"
"3759";"E007037";"GM0015";"2012JJ00";"      59";"     189"
"3760";"E007037";"GM0015";"2013JJ00";"     150";"     535"
"3761";"E007037";"GM0015";"2014JJ00";"     216";"     797"
"3762";"E007037";"GM0015";"2015JJ00";"     288";"    1137"
"3763";"E007037";"GM0015";"2016JJ00";"     368";"    1435"
"3764";"E007037";"GM0015";"2017JJ00";"     468";"    1908"
"3765";"E007037";"GM0015";"2018JJ00";"     604";"    2493"
"3766";"E007037";"GM1729";"2012JJ00";"     197";"     610"
"3767";"E007037";"GM1729";"2013JJ00";"     323";"    1050"
"3768";"E007037";"GM1729";"2014JJ00";"     394";"    1318"
"3769";"E007037";"GM1729";"2015JJ00";"     469";"    1603"
"3770";"E007037";"GM1729";"2016JJ00";"     539";"    1868"
"3771";"E007037";"GM1729";"2017JJ00";"     656";"    2363"
"3772";"E007037";"GM1729";"2018JJ00";"     812";"    3067"
"3773";"E007037";"GM0158";"2012JJ00";"      69";"     192"
"3774";"E007037";"GM0158";"2013JJ00";"     202";"     684"
"3775";"E007037";"GM0158";"2014JJ00";"     490";"    1627"
"3776";"E007037";"GM0158";"2015JJ00";"     662";"    2208"
"3777";"E007037";"GM0158";"2016JJ00";"     797";"    2661"
"3778";"E007037";"GM0158";"2017JJ00";"     940";"    3165"
"3779";"E007037";"GM0158";"2018JJ00";"    1150";"    3992"
"3780";"E007037";"GM0788";"2012JJ00";"     110";"     371"
"3781";"E007037";"GM0788";"2013JJ00";"     230";"     841"
"3782";"E007037";"GM0788";"2014JJ00";"     287";"    1068"
"3783";"E007037";"GM0788";"2015JJ00";"     342";"    1263"
"3784";"E007037";"GM0788";"2016JJ00";"     402";"    1469"
"3785";"E007037";"GM0788";"2017JJ00";"     568";"    2012"
"3786";"E007037";"GM0788";"2018JJ00";"     710";"    2723"
"3787";"E007037";"GM0392";"2012JJ00";"       .";"       ."
"3788";"E007037";"GM0392";"2013JJ00";"     982";"    1935"
"3789";"E007037";"GM0392";"2014JJ00";"    1423";"    2940"
"3790";"E007037";"GM0392";"2015JJ00";"       .";"       ."
"3791";"E007037";"GM0392";"2016JJ00";"    2278";"    5648"
"3792";"E007037";"GM0392";"2017JJ00";"    2901";"    7435"
"3793";"E007037";"GM0392";"2018JJ00";"    3711";"    9567"
"3794";"E007037";"GM0393";"2012JJ00";"       .";"       ."
"3795";"E007037";"GM0393";"2013JJ00";"       .";"       ."
"3796";"E007037";"GM0393";"2014JJ00";"      73";"     180"
"3797";"E007037";"GM0393";"2015JJ00";"     106";"     276"
"3798";"E007037";"GM0393";"2016JJ00";"     131";"     461"
"3799";"E007037";"GM0393";"2017JJ00";"     178";"     670"
"3800";"E007037";"GM0393";"2018JJ00";"     237";"     867"
"3801";"E007037";"GM0394";"2012JJ00";"     558";"    1029"
"3802";"E007037";"GM0394";"2013JJ00";"    1065";"    2472"
"3803";"E007037";"GM0394";"2014JJ00";"    1835";"    4458"
"3804";"E007037";"GM0394";"2015JJ00";"    3197";"    7761"
"3805";"E007037";"GM0394";"2016JJ00";"    4010";"   10693"
"3806";"E007037";"GM0394";"2017JJ00";"    5463";"   15105"
"3807";"E007037";"GM0394";"2018JJ00";"    6800";"   19430"
"3808";"E007037";"GM1655";"2012JJ00";"      88";"     278"
"3809";"E007037";"GM1655";"2013JJ00";"     221";"     782"
"3810";"E007037";"GM1655";"2014JJ00";"     354";"    1384"
"3811";"E007037";"GM1655";"2015JJ00";"     454";"    1824"
"3812";"E007037";"GM1655";"2016JJ00";"     566";"    2242"
"3813";"E007037";"GM1655";"2017JJ00";"     764";"    2988"
"3814";"E007037";"GM1655";"2018JJ00";"    1224";"    4545"
"3815";"E007037";"GM0160";"2012JJ00";"     320";"    1504"
"3816";"E007037";"GM0160";"2013JJ00";"     686";"    3180"
"3817";"E007037";"GM0160";"2014JJ00";"    1005";"    4469"
"3818";"E007037";"GM0160";"2015JJ00";"    1578";"    7058"
"3819";"E007037";"GM0160";"2016JJ00";"    1914";"    8417"
"3820";"E007037";"GM0160";"2017JJ00";"    2371";"    9786"
"3821";"E007037";"GM0160";"2018JJ00";"    2950";"   12073"
"3822";"E007037";"GM0243";"2012JJ00";"     229";"     391"
"3823";"E007037";"GM0243";"2013JJ00";"     433";"     997"
"3824";"E007037";"GM0243";"2014JJ00";"     591";"    1476"
"3825";"E007037";"GM0243";"2015JJ00";"     725";"    1895"
"3826";"E007037";"GM0243";"2016JJ00";"     888";"    2399"
"3827";"E007037";"GM0243";"2017JJ00";"    1120";"    3062"
