"ID";"BedrijfstakkenWoningen";"RegioS";"Perioden";"AantalInstallaties_1";"OpgesteldVermogenVanZonnepanelen_2"
"5392";"E007037";"GM0614";"2014JJ00";"     265";"     835"
"5393";"E007037";"GM0614";"2015JJ00";"     341";"    1085"
"5394";"E007037";"GM0614";"2016JJ00";"     483";"    1488"
"5395";"E007037";"GM0614";"2017JJ00";"     670";"    2104"
"5396";"E007037";"GM0614";"2018JJ00";"     840";"    2747"
"5397";"E007037";"GM0189";"2012JJ00";"      76";"     325"
"5398";"E007037";"GM0189";"2013JJ00";"     192";"     899"
"5399";"E007037";"GM0189";"2014JJ00";"     294";"    1295"
"5400";"E007037";"GM0189";"2015JJ00";"     535";"    2294"
"5401";"E007037";"GM0189";"2016JJ00";"     719";"    2871"
"5402";"E007037";"GM0189";"2017JJ00";"     874";"    3578"
"5403";"E007037";"GM0189";"2018JJ00";"    1098";"    4721"
"5404";"E007037";"GM0296";"2012JJ00";"     248";"     484"
"5405";"E007037";"GM0296";"2013JJ00";"     453";"    1186"
"5406";"E007037";"GM0296";"2014JJ00";"     666";"    2029"
"5407";"E007037";"GM0296";"2015JJ00";"     889";"    2732"
"5408";"E007037";"GM0296";"2016JJ00";"    1159";"    3701"
"5409";"E007037";"GM0296";"2017JJ00";"    1596";"    5232"
"5410";"E007037";"GM0296";"2018JJ00";"    2236";"    7605"
"5411";"E007037";"GM1696";"2012JJ00";"      78";"     218"
"5412";"E007037";"GM1696";"2013JJ00";"     186";"     559"
"5413";"E007037";"GM1696";"2014JJ00";"     284";"     887"
"5414";"E007037";"GM1696";"2015JJ00";"     391";"    1237"
"5415";"E007037";"GM1696";"2016JJ00";"     492";"    1545"
"5416";"E007037";"GM1696";"2017JJ00";"     642";"    2024"
"5417";"E007037";"GM1696";"2018JJ00";"    1011";"    3022"
"5418";"E007037";"GM0352";"2012JJ00";"     122";"     268"
"5419";"E007037";"GM0352";"2013JJ00";"     252";"     710"
"5420";"E007037";"GM0352";"2014JJ00";"     363";"    1048"
"5421";"E007037";"GM0352";"2015JJ00";"     486";"    1470"
"5422";"E007037";"GM0352";"2016JJ00";"     573";"    1751"
"5423";"E007037";"GM0352";"2017JJ00";"     774";"    2367"
"5424";"E007037";"GM0352";"2018JJ00";"    1077";"    3339"
"5425";"E007037";"GM0053";"2012JJ00";"      88";"     294"
"5426";"E007037";"GM0053";"2013JJ00";"     248";"     797"
"5427";"E007037";"GM0053";"2014JJ00";"     353";"    1163"
"5428";"E007037";"GM0053";"2015JJ00";"    1095";"    3392"
"5429";"E007037";"GM0053";"2016JJ00";"    1365";"    4173"
"5430";"E007037";"GM0053";"2017JJ00";"    1513";"    4641"
"5431";"E007037";"GM0053";"2018JJ00";"    1614";"    4993"
"5432";"E007037";"GM0294";"2012JJ00";"     156";"     480"
"5433";"E007037";"GM0294";"2013JJ00";"     411";"    1570"
"5434";"E007037";"GM0294";"2014JJ00";"     600";"    2324"
"5435";"E007037";"GM0294";"2015JJ00";"     731";"    2874"
"5436";"E007037";"GM0294";"2016JJ00";"    1023";"    3883"
"5437";"E007037";"GM0294";"2017JJ00";"    1360";"    5131"
"5438";"E007037";"GM0294";"2018JJ00";"    1722";"    6533"
"5439";"E007037";"GM0873";"2012JJ00";"     112";"     292"
"5440";"E007037";"GM0873";"2013JJ00";"     279";"     855"
"5441";"E007037";"GM0873";"2014JJ00";"     363";"    1102"
"5442";"E007037";"GM0873";"2015JJ00";"     469";"    1471"
"5443";"E007037";"GM0873";"2016JJ00";"     564";"    1812"
"5444";"E007037";"GM0873";"2017JJ00";"     679";"    2273"
"5445";"E007037";"GM0873";"2018JJ00";"     894";"    3129"
"5446";"E007037";"GM0632";"2012JJ00";"     213";"     499"
"5447";"E007037";"GM0632";"2013JJ00";"     485";"    1269"
"5448";"E007037";"GM0632";"2014JJ00";"     665";"    1806"
"5449";"E007037";"GM0632";"2015JJ00";"     926";"    2631"
"5450";"E007037";"GM0632";"2016JJ00";"    1172";"    3482"
"5451";"E007037";"GM0632";"2017JJ00";"    1761";"    5138"
"5452";"E007037";"GM0632";"2018JJ00";"    2413";"    7111"
"5453";"E007037";"GM1690";"2012JJ00";"     193";"     665"
"5454";"E007037";"GM1690";"2013JJ00";"     365";"    1354"
"5455";"E007037";"GM1690";"2014JJ00";"     495";"    1844"
"5456";"E007037";"GM1690";"2015JJ00";"     677";"    2626"
"5457";"E007037";"GM1690";"2016JJ00";"    1294";"    4249"
"5458";"E007037";"GM1690";"2017JJ00";"    1686";"    5720"
"5459";"E007037";"GM1690";"2018JJ00";"    2113";"    7287"
"5460";"E007037";"GM0880";"2012JJ00";"      82";"     171"
"5461";"E007037";"GM0880";"2013JJ00";"     171";"     419"
"5462";"E007037";"GM0880";"2014JJ00";"     243";"     668"
"5463";"E007037";"GM0880";"2015JJ00";"     312";"     864"
"5464";"E007037";"GM0880";"2016JJ00";"     397";"    1091"
"5465";"E007037";"GM0880";"2017JJ00";"     514";"    1467"
"5466";"E007037";"GM0880";"2018JJ00";"     760";"    2198"
"5467";"E007037";"GM0351";"2012JJ00";"      70";"     196"
"5468";"E007037";"GM0351";"2013JJ00";"     192";"     561"
"5469";"E007037";"GM0351";"2014JJ00";"     332";"     888"
"5470";"E007037";"GM0351";"2015JJ00";"     389";"    1085"
"5471";"E007037";"GM0351";"2016JJ00";"     477";"    1318"
"5472";"E007037";"GM0351";"2017JJ00";"     662";"    1706"
"5473";"E007037";"GM0351";"2018JJ00";"     853";"    2244"
"5474";"E007037";"GM0874";"2012JJ00";"      47";"     139"
"5475";"E007037";"GM0874";"2013JJ00";"     132";"     460"
"5476";"E007037";"GM0874";"2014JJ00";"     181";"     627"
"5477";"E007037";"GM0874";"2015JJ00";"     241";"     825"
"5478";"E007037";"GM0874";"2016JJ00";"     354";"    1225"
"5479";"E007037";"GM0874";"2017JJ00";"     492";"    1587"
"5480";"E007037";"GM0874";"2018JJ00";"     645";"    2094"
"5481";"E007037";"GM0479";"2012JJ00";"     380";"     775"
"5482";"E007037";"GM0479";"2013JJ00";"    1151";"    2647"
"5483";"E007037";"GM0479";"2014JJ00";"    1645";"    4009"
"5484";"E007037";"GM0479";"2015JJ00";"    2181";"    5417"
"5485";"E007037";"GM0479";"2016JJ00";"    2722";"    6886"
"5486";"E007037";"GM0479";"2017JJ00";"    3376";"    8718"
"5487";"E007037";"GM0479";"2018JJ00";"    4230";"   11419"
"5488";"E007037";"GM0297";"2012JJ00";"      84";"     231"
"5489";"E007037";"GM0297";"2013JJ00";"     214";"     679"
"5490";"E007037";"GM0297";"2014JJ00";"     334";"    1021"
"5491";"E007037";"GM0297";"2015JJ00";"     492";"    1594"
"5492";"E007037";"GM0297";"2016JJ00";"     682";"    2209"
"5493";"E007037";"GM0297";"2017JJ00";"    1388";"    4266"
"5494";"E007037";"GM0297";"2018JJ00";"    1907";"    5824"
"5495";"E007037";"GM0473";"2012JJ00";"      31";"      85"
"5496";"E007037";"GM0473";"2013JJ00";"      54";"     189"
"5497";"E007037";"GM0473";"2014JJ00";"      99";"     324"
"5498";"E007037";"GM0473";"2015JJ00";"     127";"     418"
"5499";"E007037";"GM0473";"2016JJ00";"     168";"     530"
"5500";"E007037";"GM0473";"2017JJ00";"     202";"     680"
"5501";"E007037";"GM0473";"2018JJ00";"     249";"     852"
"5502";"E007037";"GM0707";"2012JJ00";"      69";"     131"
"5503";"E007037";"GM0707";"2013JJ00";"     130";"     302"
"5504";"E007037";"GM0707";"2014JJ00";"     212";"     545"
"5505";"E007037";"GM0707";"2015JJ00";"     266";"     729"
"5506";"E007037";"GM0707";"2016JJ00";"     330";"     997"
"5507";"E007037";"GM0707";"2017JJ00";"     399";"    1212"
"5508";"E007037";"GM0707";"2018JJ00";"     472";"    1515"
"5509";"E007037";"GM0050";"2012JJ00";"     106";"     299"
"5510";"E007037";"GM0050";"2013JJ00";"     256";"     862"
"5511";"E007037";"GM0050";"2014JJ00";"     395";"    1468"
"5512";"E007037";"GM0050";"2015JJ00";"     526";"    1945"
"5513";"E007037";"GM0050";"2016JJ00";"     689";"    2507"
"5514";"E007037";"GM0050";"2017JJ00";"     848";"    3087"
"5515";"E007037";"GM0050";"2018JJ00";"    1284";"    4619"
"5516";"E007037";"GM0355";"2012JJ00";"     197";"     354"
"5517";"E007037";"GM0355";"2013JJ00";"     385";"     805"
"5518";"E007037";"GM0355";"2014JJ00";"     523";"    1286"
"5519";"E007037";"GM0355";"2015JJ00";"     738";"    1921"
"5520";"E007037";"GM0355";"2016JJ00";"     969";"    2535"
"5521";"E007037";"GM0355";"2017JJ00";"    1264";"    3442"
"5522";"E007037";"GM0355";"2018JJ00";"    1724";"    4924"
"5523";"E007037";"GM0299";"2012JJ00";"      96";"     295"
"5524";"E007037";"GM0299";"2013JJ00";"     311";"    1088"
"5525";"E007037";"GM0299";"2014JJ00";"     504";"    1828"
"5526";"E007037";"GM0299";"2015JJ00";"     676";"    2434"
"5527";"E007037";"GM0299";"2016JJ00";"     804";"    2880"
"5528";"E007037";"GM0299";"2017JJ00";"    1165";"    4122"
"5529";"E007037";"GM0299";"2018JJ00";"    1920";"    6809"
"5530";"E007037";"GM0637";"2012JJ00";"     656";"    1001"
"5531";"E007037";"GM0637";"2013JJ00";"     964";"    1712"
"5532";"E007037";"GM0637";"2014JJ00";"    1248";"    2506"
"5533";"E007037";"GM0637";"2015JJ00";"    1625";"    3658"
"5534";"E007037";"GM0637";"2016JJ00";"    2087";"    4999"
"5535";"E007037";"GM0637";"2017JJ00";"    3184";"    8124"
"5536";"E007037";"GM0637";"2018JJ00";"    4134";"   12060"
"5537";"E007037";"GM0638";"2012JJ00";"       .";"       ."
"5538";"E007037";"GM0638";"2013JJ00";"      75";"     177"
"5539";"E007037";"GM0638";"2014JJ00";"     133";"     388"
"5540";"E007037";"GM0638";"2015JJ00";"     197";"     583"
"5541";"E007037";"GM0638";"2016JJ00";"     296";"     862"
"5542";"E007037";"GM0638";"2017JJ00";"     393";"    1118"
"5543";"E007037";"GM0638";"2018JJ00";"     481";"    1458"
"5544";"E007037";"GM0056";"2012JJ00";"     123";"     423"
"5545";"E007037";"GM0056";"2013JJ00";"     322";"    1063"
"5546";"E007037";"GM0056";"2014JJ00";"     468";"    1626"
"5547";"E007037";"GM0056";"2015JJ00";"     626";"    2225"
"5548";"E007037";"GM0056";"2016JJ00";"     845";"    2918"
"5549";"E007037";"GM0056";"2017JJ00";"    1033";"    3531"
"5550";"E007037";"GM0056";"2018JJ00";"    1297";"    4544"
"5551";"E007037";"GM1892";"2012JJ00";"     186";"     399"
"5552";"E007037";"GM1892";"2013JJ00";"     325";"     850"
"5553";"E007037";"GM1892";"2014JJ00";"     481";"    1325"
"5554";"E007037";"GM1892";"2015JJ00";"     725";"    2089"
"5555";"E007037";"GM1892";"2016JJ00";"     895";"    2620"
"5556";"E007037";"GM1892";"2017JJ00";"    1191";"    3444"
"5557";"E007037";"GM1892";"2018JJ00";"    1584";"    4891"
"5558";"E007037";"GM0879";"2012JJ00";"      87";"     410"
"5559";"E007037";"GM0879";"2013JJ00";"     183";"     811"
"5560";"E007037";"GM0879";"2014JJ00";"     255";"    1284"
"5561";"E007037";"GM0879";"2015JJ00";"     336";"    1604"
"5562";"E007037";"GM0879";"2016JJ00";"     437";"    2024"
"5563";"E007037";"GM0879";"2017JJ00";"     609";"    2726"
"5564";"E007037";"GM0879";"2018JJ00";"     863";"    3668"
"5565";"E007037";"GM0301";"2012JJ00";"     209";"     424"
"5566";"E007037";"GM0301";"2013JJ00";"     443";"    1106"
"5567";"E007037";"GM0301";"2014JJ00";"     679";"    1904"
"5568";"E007037";"GM0301";"2015JJ00";"    1168";"    2803"
"5569";"E007037";"GM0301";"2016JJ00";"    1391";"    3497"
"5570";"E007037";"GM0301";"2017JJ00";"    1787";"    4555"
"5571";"E007037";"GM0301";"2018JJ00";"    2193";"    5930"
"5572";"E007037";"GM1896";"2012JJ00";"      85";"     280"
"5573";"E007037";"GM1896";"2013JJ00";"     192";"     617"
"5574";"E007037";"GM1896";"2014JJ00";"     270";"     912"
"5575";"E007037";"GM1896";"2015JJ00";"     404";"    1404"
"5576";"E007037";"GM1896";"2016JJ00";"     472";"    1602"
"5577";"E007037";"GM1896";"2017JJ00";"     617";"    2091"
"5578";"E007037";"GM1896";"2018JJ00";"     829";"    2777"
"5579";"E007037";"GM0642";"2012JJ00";"     128";"     253"
"5580";"E007037";"GM0642";"2013JJ00";"     308";"     699"
"5581";"E007037";"GM0642";"2014JJ00";"     423";"    1146"
"5582";"E007037";"GM0642";"2015JJ00";"     524";"    1492"
"5583";"E007037";"GM0642";"2016JJ00";"     612";"    1751"
"5584";"E007037";"GM0642";"2017JJ00";"     739";"    2198"
"5585";"E007037";"GM0642";"2018JJ00";"     980";"    3010"
"5586";"E007037";"GM0193";"2012JJ00";"     761";"    1849"
"5587";"E007037";"GM0193";"2013JJ00";"    1485";"    4156"
"5588";"E007037";"GM0193";"2014JJ00";"    2636";"    7632"
"5589";"E007037";"GM0193";"2015JJ00";"    3813";"   11184"
"5590";"E007037";"GM0193";"2016JJ00";"    4757";"   13879"
"5591";"E007037";"GM0193";"2017JJ00";"    5949";"   17106"
"5592";"E007037";"GM0193";"2018JJ00";"    7526";"   22115"
"5593";"E007037";"GM0000";"2012JJ00";"      10";"      35"
"5594";"E007037";"GM0000";"2013JJ00";"      13";"      39"
"5595";"E007037";"GM0000";"2014JJ00";"      93";"     214"
"5596";"E007037";"GM0000";"2015JJ00";"     171";"     423"
"5597";"E007037";"GM0000";"2016JJ00";"     210";"     468"
"5598";"E007037";"GM0000";"2017JJ00";"       1";"       1"
"5599";"E007037";"GM0000";"2018JJ00";"     299";"     671"
"5600";"T001081";"NL01  ";"2012JJ00";"    9482";"  105125"
"5601";"T001081";"NL01  ";"2013JJ00";"   18102";"  219013"
"5602";"T001081";"NL01  ";"2014JJ00";"   25576";"  336497"
"5603";"T001081";"NL01  ";"2015JJ00";"   34078";"  554259"
"5604";"T001081";"NL01  ";"2016JJ00";"   42646";"  874022"
"5605";"T001081";"NL01  ";"2017JJ00";"   53046";" 1229154"
"5606";"T001081";"NL01  ";"2018JJ00";"   66024";" 2228758"
"5607";"T001081";"LD01  ";"2012JJ00";"    1772";"   17943"
"5608";"T001081";"LD01  ";"2013JJ00";"    3233";"   37998"
"5609";"T001081";"LD01  ";"2014JJ00";"    4522";"   57133"
"5610";"T001081";"LD01  ";"2015JJ00";"    6171";"   92228"
"5611";"T001081";"LD01  ";"2016JJ00";"    7684";"  180822"
"5612";"T001081";"LD01  ";"2017JJ00";"    9398";"  252133"
"5613";"T001081";"LD01  ";"2018JJ00";"   11274";"  458938"
"5614";"T001081";"LD02  ";"2012JJ00";"    2501";"   32446"
"5615";"T001081";"LD02  ";"2013JJ00";"    4767";"   68013"
"5616";"T001081";"LD02  ";"2014JJ00";"    6703";"  103341"
"5617";"T001081";"LD02  ";"2015JJ00";"    8983";"  167284"
"5618";"T001081";"LD02  ";"2016JJ00";"   11135";"  250358"
"5619";"T001081";"LD02  ";"2017JJ00";"   13683";"  349020"
"5620";"T001081";"LD02  ";"2018JJ00";"   16954";"  552170"
"5621";"T001081";"LD03  ";"2012JJ00";"    3096";"   28124"
"5622";"T001081";"LD03  ";"2013JJ00";"    6021";"   60848"
"5623";"T001081";"LD03  ";"2014JJ00";"    8728";"   97555"
"5624";"T001081";"LD03  ";"2015JJ00";"   11363";"  154720"
"5625";"T001081";"LD03  ";"2016JJ00";"   14303";"  237887"
"5626";"T001081";"LD03  ";"2017JJ00";"   17864";"  345512"
"5627";"T001081";"LD03  ";"2018JJ00";"   22345";"  711806"
"5628";"T001081";"LD04  ";"2012JJ00";"    2112";"   26590"
"5629";"T001081";"LD04  ";"2013JJ00";"    4079";"   52064"
"5630";"T001081";"LD04  ";"2014JJ00";"    5621";"   78377"
"5631";"T001081";"LD04  ";"2015JJ00";"    7556";"  139934"
"5632";"T001081";"LD04  ";"2016JJ00";"    9518";"  204835"
"5633";"T001081";"LD04  ";"2017JJ00";"   12100";"  282462"
"5634";"T001081";"LD04  ";"2018JJ00";"   15442";"  505557"
"5635";"T001081";"LD99  ";"2012JJ00";"       1";"      22"
"5636";"T001081";"LD99  ";"2013JJ00";"       2";"      90"
"5637";"T001081";"LD99  ";"2014JJ00";"       2";"      90"
"5638";"T001081";"LD99  ";"2015JJ00";"       5";"      93"
"5639";"T001081";"LD99  ";"2016JJ00";"       6";"     120"
"5640";"T001081";"LD99  ";"2017JJ00";"       1";"      27"
"5641";"T001081";"LD99  ";"2018JJ00";"       9";"     287"
"5642";"T001081";"PV20  ";"2012JJ00";"     378";"    3783"
"5643";"T001081";"PV20  ";"2013JJ00";"     753";"    9222"
"5644";"T001081";"PV20  ";"2014JJ00";"    1087";"   14388"
"5645";"T001081";"PV20  ";"2015JJ00";"    1801";"   23655"
"5646";"T001081";"PV20  ";"2016JJ00";"    2309";"   79731"
"5647";"T001081";"PV20  ";"2017JJ00";"    2836";"  108637"
"5648";"T001081";"PV20  ";"2018JJ00";"    3293";"  152604"
"5649";"T001081";"PV21  ";"2012JJ00";"     865";"    7956"
"5650";"T001081";"PV21  ";"2013JJ00";"    1488";"   15726"
"5651";"T001081";"PV21  ";"2014JJ00";"    2053";"   23060"
"5652";"T001081";"PV21  ";"2015JJ00";"    2605";"   41285"
"5653";"T001081";"PV21  ";"2016JJ00";"    3119";"   62824"
"5654";"T001081";"PV21  ";"2017JJ00";"    3771";"   81660"
"5655";"T001081";"PV21  ";"2018JJ00";"    4651";"  190925"
"5656";"T001081";"PV22  ";"2012JJ00";"     529";"    6203"
"5657";"T001081";"PV22  ";"2013JJ00";"     992";"   13050"
"5658";"T001081";"PV22  ";"2014JJ00";"    1382";"   19685"
"5659";"T001081";"PV22  ";"2015JJ00";"    1765";"   27289"
"5660";"T001081";"PV22  ";"2016JJ00";"    2256";"   38267"
"5661";"T001081";"PV22  ";"2017JJ00";"    2791";"   61837"
"5662";"T001081";"PV22  ";"2018JJ00";"    3330";"  115409"
"5663";"T001081";"PV23  ";"2012JJ00";"    1233";"   15567"
"5664";"T001081";"PV23  ";"2013JJ00";"    2141";"   29904"
"5665";"T001081";"PV23  ";"2014JJ00";"    2859";"   43157"
"5666";"T001081";"PV23  ";"2015JJ00";"    3791";"   68403"
"5667";"T001081";"PV23  ";"2016JJ00";"    4519";"   98760"
"5668";"T001081";"PV23  ";"2017JJ00";"    5352";"  127577"
"5669";"T001081";"PV23  ";"2018JJ00";"    6474";"  201732"
"5670";"T001081";"PV24  ";"2012JJ00";"     328";"    5676"
"5671";"T001081";"PV24  ";"2013JJ00";"     580";"   11528"
"5672";"T001081";"PV24  ";"2014JJ00";"     794";"   19162"
"5673";"T001081";"PV24  ";"2015JJ00";"    1084";"   37494"
"5674";"T001081";"PV24  ";"2016JJ00";"    1315";"   54188"
"5675";"T001081";"PV24  ";"2017JJ00";"    1605";"   82101"
"5676";"T001081";"PV24  ";"2018JJ00";"    1929";"  118654"
"5677";"T001081";"PV25  ";"2012JJ00";"     940";"   11203"
"5678";"T001081";"PV25  ";"2013JJ00";"    2046";"   26581"
"5679";"T001081";"PV25  ";"2014JJ00";"    3050";"   41022"
"5680";"T001081";"PV25  ";"2015JJ00";"    4108";"   61387"
"5681";"T001081";"PV25  ";"2016JJ00";"    5301";"   97410"
"5682";"T001081";"PV25  ";"2017JJ00";"    6726";"  139343"
"5683";"T001081";"PV25  ";"2018JJ00";"    8551";"  231784"
"5684";"T001081";"PV26  ";"2012JJ00";"     514";"    5083"
"5685";"T001081";"PV26  ";"2013JJ00";"    1062";"   11103"
"5686";"T001081";"PV26  ";"2014JJ00";"    1440";"   16027"
"5687";"T001081";"PV26  ";"2015JJ00";"    1880";"   25204"
"5688";"T001081";"PV26  ";"2016JJ00";"    2316";"   35387"
"5689";"T001081";"PV26  ";"2017JJ00";"    2974";"   59311"
"5690";"T001081";"PV26  ";"2018JJ00";"    3765";"  106481"
"5691";"T001081";"PV27  ";"2012JJ00";"    1202";"   12303"
"5692";"T001081";"PV27  ";"2013JJ00";"    2158";"   21345"
"5693";"T001081";"PV27  ";"2014JJ00";"    3037";"   33797"
"5694";"T001081";"PV27  ";"2015JJ00";"    3971";"   54746"
"5695";"T001081";"PV27  ";"2016JJ00";"    4990";"   93328"
"5696";"T001081";"PV27  ";"2017JJ00";"    6159";"  130015"
"5697";"T001081";"PV27  ";"2018JJ00";"    7721";"  238693"
"5698";"T001081";"PV28  ";"2012JJ00";"    1118";"    8589"
"5699";"T001081";"PV28  ";"2013JJ00";"    2161";"   21193"
"5700";"T001081";"PV28  ";"2014JJ00";"    3203";"   35041"
"5701";"T001081";"PV28  ";"2015JJ00";"    4149";"   54608"
"5702";"T001081";"PV28  ";"2016JJ00";"    5199";"   82154"
"5703";"T001081";"PV28  ";"2017JJ00";"    6427";"  120768"
"5704";"T001081";"PV28  ";"2018JJ00";"    8036";"  230569"
"5705";"T001081";"PV29  ";"2012JJ00";"     262";"    2149"
"5706";"T001081";"PV29  ";"2013JJ00";"     640";"    7208"
"5707";"T001081";"PV29  ";"2014JJ00";"    1048";"   12690"
"5708";"T001081";"PV29  ";"2015JJ00";"    1363";"   20162"
"5709";"T001081";"PV29  ";"2016JJ00";"    1798";"   27019"
"5710";"T001081";"PV29  ";"2017JJ00";"    2304";"   35418"
"5711";"T001081";"PV29  ";"2018JJ00";"    2823";"  136063"
"5712";"T001081";"PV30  ";"2012JJ00";"    1296";"   16562"
"5713";"T001081";"PV30  ";"2013JJ00";"    2649";"   35677"
"5714";"T001081";"PV30  ";"2014JJ00";"    3732";"   55900"
"5715";"T001081";"PV30  ";"2015JJ00";"    4871";"   91547"
"5716";"T001081";"PV30  ";"2016JJ00";"    6152";"  134786"
"5717";"T001081";"PV30  ";"2017JJ00";"    7824";"  194340"
"5718";"T001081";"PV30  ";"2018JJ00";"   10242";"  376170"
"5719";"T001081";"PV31  ";"2012JJ00";"     816";"   10028"
"5720";"T001081";"PV31  ";"2013JJ00";"    1430";"   16387"
"5721";"T001081";"PV31  ";"2014JJ00";"    1889";"   22477"
"5722";"T001081";"PV31  ";"2015JJ00";"    2685";"   48386"
"5723";"T001081";"PV31  ";"2016JJ00";"    3366";"   70049"
"5724";"T001081";"PV31  ";"2017JJ00";"    4276";"   88122"
"5725";"T001081";"PV31  ";"2018JJ00";"    5200";"  129387"
"5726";"T001081";"PV99  ";"2012JJ00";"       1";"      22"
"5727";"T001081";"PV99  ";"2013JJ00";"       2";"      90"
"5728";"T001081";"PV99  ";"2014JJ00";"       2";"      90"
"5729";"T001081";"PV99  ";"2015JJ00";"       5";"      93"
"5730";"T001081";"PV99  ";"2016JJ00";"       6";"     120"
"5731";"T001081";"PV99  ";"2017JJ00";"       1";"      27"
"5732";"T001081";"PV99  ";"2018JJ00";"       9";"     287"
"5733";"T001081";"GM1680";"2012JJ00";"      66";"     967"
"5734";"T001081";"GM1680";"2013JJ00";"     109";"    1591"
"5735";"T001081";"GM1680";"2014JJ00";"     157";"    2229"
"5736";"T001081";"GM1680";"2015JJ00";"     195";"    2714"
"5737";"T001081";"GM1680";"2016JJ00";"     218";"    4044"
"5738";"T001081";"GM1680";"2017JJ00";"     247";"    4716"
"5739";"T001081";"GM1680";"2018JJ00";"     275";"    7861"
"5740";"T001081";"GM0738";"2012JJ00";"       5";"      46"
"5741";"T001081";"GM0738";"2013JJ00";"      12";"     101"
"5742";"T001081";"GM0738";"2014JJ00";"      20";"     263"
"5743";"T001081";"GM0738";"2015JJ00";"      22";"     274"
"5744";"T001081";"GM0738";"2016JJ00";"      29";"     353"
"5745";"T001081";"GM0738";"2017JJ00";"      37";"     432"
"5746";"T001081";"GM0738";"2018JJ00";"      56";"    1141"
"5747";"T001081";"GM0358";"2012JJ00";"      21";"      95"
"5748";"T001081";"GM0358";"2013JJ00";"      38";"     299"
"5749";"T001081";"GM0358";"2014JJ00";"      48";"     350"
"5750";"T001081";"GM0358";"2015JJ00";"      56";"     879"
"5751";"T001081";"GM0358";"2016JJ00";"      78";"    1511"
"5752";"T001081";"GM0358";"2017JJ00";"      89";"    2106"
"5753";"T001081";"GM0358";"2018JJ00";"     119";"    4332"
"5754";"T001081";"GM0197";"2012JJ00";"      34";"     252"
"5755";"T001081";"GM0197";"2013JJ00";"      71";"     746"
"5756";"T001081";"GM0197";"2014JJ00";"      99";"     988"
"5757";"T001081";"GM0197";"2015JJ00";"     129";"    1511"
"5758";"T001081";"GM0197";"2016JJ00";"     170";"    2059"
"5759";"T001081";"GM0197";"2017JJ00";"     197";"    2694"
"5760";"T001081";"GM0197";"2018JJ00";"     236";"    3702"
"5761";"T001081";"GM0059";"2012JJ00";"      30";"     200"
"5762";"T001081";"GM0059";"2013JJ00";"      50";"     329"
"5763";"T001081";"GM0059";"2014JJ00";"      67";"     418"
"5764";"T001081";"GM0059";"2015JJ00";"      82";"     657"
"5765";"T001081";"GM0059";"2016JJ00";"     118";"    1732"
"5766";"T001081";"GM0059";"2017JJ00";"     149";"    2672"
"5767";"T001081";"GM0059";"2018JJ00";"     189";"   16300"
"5768";"T001081";"GM0482";"2012JJ00";"       4";"      15"
"5769";"T001081";"GM0482";"2013JJ00";"      19";"     253"
"5770";"T001081";"GM0482";"2014JJ00";"      26";"     378"
"5771";"T001081";"GM0482";"2015JJ00";"      29";"     403"
"5772";"T001081";"GM0482";"2016JJ00";"      33";"     479"
"5773";"T001081";"GM0482";"2017JJ00";"      40";"     649"
"5774";"T001081";"GM0482";"2018JJ00";"      50";"    1090"
"5775";"T001081";"GM0613";"2012JJ00";"      13";"      33"
"5776";"T001081";"GM0613";"2013JJ00";"      29";"     124"
"5777";"T001081";"GM0613";"2014JJ00";"      44";"     222"
"5778";"T001081";"GM0613";"2015JJ00";"      53";"     259"
"5779";"T001081";"GM0613";"2016JJ00";"      64";"     662"
"5780";"T001081";"GM0613";"2017JJ00";"      80";"    1000"
"5781";"T001081";"GM0613";"2018JJ00";"      87";"    1116"
"5782";"T001081";"GM0361";"2012JJ00";"      43";"     358"
"5783";"T001081";"GM0361";"2013JJ00";"      83";"     835"
"5784";"T001081";"GM0361";"2014JJ00";"     115";"    1235"
"5785";"T001081";"GM0361";"2015JJ00";"     139";"    1734"
"5786";"T001081";"GM0361";"2016JJ00";"     171";"    4104"
"5787";"T001081";"GM0361";"2017JJ00";"     221";"    4958"
"5788";"T001081";"GM0361";"2018JJ00";"     280";"   10672"
"5789";"T001081";"GM0141";"2012JJ00";"      13";"     137"
"5790";"T001081";"GM0141";"2013JJ00";"      38";"     426"
"5791";"T001081";"GM0141";"2014JJ00";"      58";"     643"
"5792";"T001081";"GM0141";"2015JJ00";"      89";"    1139"
"5793";"T001081";"GM0141";"2016JJ00";"     111";"    1817"
"5794";"T001081";"GM0141";"2017JJ00";"     132";"    2807"
"5795";"T001081";"GM0141";"2018JJ00";"     167";"    4385"
"5796";"T001081";"GM0034";"2012JJ00";"      43";"     304"
"5797";"T001081";"GM0034";"2013JJ00";"      73";"     671"
"5798";"T001081";"GM0034";"2014JJ00";"     121";"    1105"
"5799";"T001081";"GM0034";"2015JJ00";"     185";"    2359"
"5800";"T001081";"GM0034";"2016JJ00";"     248";"    4222"
"5801";"T001081";"GM0034";"2017JJ00";"     360";"    5373"
"5802";"T001081";"GM0034";"2018JJ00";"     430";"    9265"
"5803";"T001081";"GM0484";"2012JJ00";"      35";"     300"
"5804";"T001081";"GM0484";"2013JJ00";"      77";"     816"
"5805";"T001081";"GM0484";"2014JJ00";"     117";"    1189"
"5806";"T001081";"GM0484";"2015JJ00";"     158";"    1993"
"5807";"T001081";"GM0484";"2016JJ00";"     206";"    3178"
"5808";"T001081";"GM0484";"2017JJ00";"     249";"    5623"
